Age,Credit_Score,Loan_Type,Gender,Marital_Status,Annual_Income_INR,Loan_Term_Months,Loan_Approved
64,789,personal,other,single,1082453,198,0
28,481,business,male,divorced,2093632,144,0
38,615,personal,male,married,921809,21,0
43,329,gold,female,divorced,2353958,201,0
42,895,business,other,divorced,452401,132,1
39,395,vehicle,male,divorced,572374,98,0
44,680,vehicle,other,single,259947,236,0
30,743,home,male,single,647514,49,1
50,597,business,female,married,2338522,235,0
51,660,home,other,single,1446568,221,0
58,673,home,male,divorced,723579,14,1
52,853,gold,other,divorced,950086,205,0
18,602,personal,male,single,1952752,83,0
38,720,vehicle,male,divorced,778794,84,1
23,545,vehicle,male,single,2303002,195,0
45,536,personal,other,divorced,1084766,91,0
34,833,vehicle,male,married,1208209,234,0
22,484,personal,female,married,673205,20,0
48,767,business,other,single,966236,11,1
22,662,gold,female,single,977727,6,1
55,582,gold,female,single,1135016,25,0
20,852,gold,other,single,2911114,238,0
40,635,personal,male,single,506980,169,0
54,461,personal,female,divorced,1566201,135,0
54,459,education,other,married,1025894,75,0
27,773,vehicle,male,divorced,130172,7,0
27,621,vehicle,other,married,1380407,136,0
36,311,education,other,divorced,727800,12,0
34,723,education,other,divorced,795902,89,1
38,372,gold,male,divorced,1196772,197,0
31,887,education,female,single,761311,174,1
26,500,personal,female,married,2601395,59,0
63,821,home,other,single,2023625,46,0
18,804,personal,other,single,767527,120,0
62,338,education,male,divorced,1353953,138,0
30,359,vehicle,other,married,516276,222,0
21,877,personal,other,married,2324462,107,1
18,620,vehicle,other,married,1477276,87,0
57,734,personal,female,married,988580,68,1
49,707,vehicle,other,single,1905813,6,1
51,685,business,female,single,110485,30,0
45,868,personal,male,married,1514466,214,0
48,377,vehicle,male,single,2139530,179,0
25,493,home,female,married,1924682,148,0
56,584,gold,female,single,2827695,202,0
43,826,personal,female,divorced,2730242,150,1
51,823,home,female,divorced,2697192,154,1
20,455,gold,other,married,919746,186,0
29,639,personal,female,married,1927154,60,0
18,424,home,female,single,1065802,220,0
61,579,home,female,married,2290305,112,0
22,427,business,other,married,2026153,143,0
47,613,home,other,single,1979241,214,0
47,631,business,other,married,1627699,190,0
34,449,education,male,married,1983392,70,0
64,753,vehicle,other,divorced,1332133,42,0
40,335,gold,female,divorced,964685,117,0
32,719,vehicle,other,divorced,2704097,12,1
54,321,vehicle,other,married,1186245,81,0
38,505,business,female,single,1029346,45,0
31,655,vehicle,other,divorced,2330306,183,0
19,739,home,male,married,2846318,6,0
28,395,business,other,divorced,2354485,153,0
56,463,vehicle,male,single,407453,113,0
55,447,business,male,single,2951076,164,0
51,829,education,male,single,2217332,73,1
55,593,business,female,single,597502,223,0
51,494,personal,other,single,1932359,17,0
35,779,home,male,single,2623636,155,1
47,422,gold,male,married,1870487,134,0
32,699,personal,other,divorced,1388477,131,1
44,751,personal,female,single,2911910,6,1
51,403,personal,female,divorced,2843792,136,0
55,761,vehicle,male,divorced,2561563,122,1
50,695,business,female,married,1858406,209,0
41,636,business,other,single,1488122,154,0
32,898,vehicle,female,single,210551,18,0
47,441,home,other,married,2036018,194,0
59,616,vehicle,male,married,1793687,146,0
34,857,vehicle,other,married,1573953,110,1
22,826,vehicle,male,married,220469,215,0
46,855,home,other,married,1871571,166,1
21,700,home,other,divorced,433018,139,1
27,609,education,female,married,1003685,30,0
34,794,education,other,single,2519657,156,1
27,855,education,male,single,1340414,93,1
34,408,education,other,married,1301048,106,0
37,671,business,male,married,1959649,31,1
41,505,personal,male,married,807593,137,0
22,342,personal,other,married,2791273,107,0
51,544,education,female,married,512548,168,0
23,586,education,other,single,1261974,208,0
19,654,gold,other,divorced,2605569,105,0
30,775,personal,female,married,538598,30,1
60,382,gold,male,married,1751210,153,0
60,409,gold,other,married,1222100,6,0
28,489,vehicle,female,single,2499623,99,0
64,550,business,female,single,250651,73,0
40,590,home,male,divorced,2742923,28,0
33,500,personal,female,divorced,2005888,232,0
48,625,education,male,divorced,108947,111,0
28,810,education,other,divorced,2637291,155,1
33,708,home,female,single,2121242,100,1
25,807,personal,other,divorced,573945,67,1
21,371,education,female,married,2846908,134,0
57,546,education,female,single,351362,192,0
21,886,vehicle,other,single,369156,73,1
42,865,gold,female,single,1163789,152,1
20,643,education,other,married,2093643,35,0
49,353,business,other,single,670864,134,0
20,827,personal,male,married,2161882,53,0
44,831,business,other,divorced,1655269,24,1
46,857,home,male,single,871935,132,1
49,492,vehicle,other,married,1299841,185,0
36,357,personal,female,single,1347315,218,0
38,736,vehicle,other,divorced,757784,155,1
22,410,gold,female,single,2765784,55,0
35,428,education,male,divorced,1629151,199,0
45,625,personal,female,single,1596418,139,0
59,307,home,other,married,2468496,197,0
39,328,gold,female,divorced,805829,154,0
38,411,gold,male,single,1826967,230,0
23,430,vehicle,female,divorced,1282864,152,0
18,487,gold,female,divorced,2983600,224,0
22,774,personal,other,married,202974,170,0
58,663,vehicle,other,married,519594,68,1
29,503,gold,female,married,2298079,162,0
43,511,home,male,married,441030,193,0
63,575,business,female,divorced,1818386,225,0
51,372,personal,male,divorced,2591841,167,0
31,542,home,male,single,387669,134,0
43,401,home,male,single,792439,53,0
62,470,vehicle,female,single,1862903,94,0
44,487,education,male,married,2773487,132,0
26,740,vehicle,female,divorced,2489406,154,1
43,385,personal,male,divorced,219786,167,0
64,775,personal,male,single,716712,159,0
39,351,vehicle,female,single,1281594,41,0
64,410,education,other,divorced,1563735,232,0
47,342,vehicle,other,married,115740,156,0
60,510,personal,female,single,585197,86,0
34,499,education,female,single,1223288,52,0
43,325,personal,other,divorced,2030410,239,0
53,598,education,other,divorced,1586443,209,0
18,376,education,other,single,661557,177,0
25,436,vehicle,female,single,2942784,153,0
52,319,vehicle,male,married,400826,236,0
32,739,vehicle,female,married,1793223,32,1
64,510,education,other,married,1304249,239,0
39,850,education,male,married,2640518,194,0
31,734,personal,female,single,352697,170,1
43,506,home,other,single,2806501,217,0
45,738,vehicle,female,single,2249186,57,1
40,341,business,male,married,2093499,80,0
31,710,personal,other,single,516962,97,1
41,822,personal,female,divorced,440492,67,1
19,726,gold,male,married,2133661,71,0
62,574,vehicle,male,divorced,1829272,157,0
43,747,personal,female,married,739180,85,1
31,668,gold,male,single,670240,145,1
24,519,business,other,married,2031004,149,0
20,876,business,male,divorced,1628996,169,0
64,531,vehicle,female,married,1536702,135,0
40,627,education,other,divorced,2780819,222,0
63,742,gold,male,single,2886832,195,0
60,351,education,male,divorced,1276428,69,0
64,675,business,other,single,2557407,34,0
62,562,business,other,divorced,2689496,225,0
35,566,home,male,single,1709380,207,0
55,658,home,other,divorced,1339437,92,1
52,616,home,female,single,2530410,101,0
32,623,home,male,single,2973112,36,0
42,862,personal,female,single,858861,88,1
54,720,home,male,divorced,161240,148,0
45,345,personal,female,divorced,1452518,188,0
27,899,personal,female,single,1366263,38,1
56,568,vehicle,other,married,2646288,214,0
34,680,personal,male,single,1004803,185,0
56,417,personal,other,married,1215049,105,0
39,865,home,other,single,2393550,153,1
43,415,personal,male,divorced,819234,78,0
61,559,education,female,married,2855563,171,0
42,374,home,male,divorced,2031886,136,0
34,779,gold,male,married,552697,187,0
30,604,home,male,married,1226350,199,0
37,306,personal,other,married,2487082,23,0
42,665,education,male,married,1768068,220,0
21,822,home,male,divorced,1805203,131,1
27,647,education,male,married,1143960,216,0
20,737,gold,female,single,2390869,12,0
58,514,business,female,single,893449,168,0
62,728,gold,female,married,503065,129,0
35,797,business,female,divorced,1920724,119,1
64,839,vehicle,other,divorced,2941561,89,0
53,666,business,other,married,1473173,89,1
64,612,vehicle,male,divorced,2639485,88,0
39,837,home,other,divorced,550463,110,1
51,353,vehicle,female,divorced,2107724,213,0
64,840,education,male,married,1740626,107,0
25,766,vehicle,male,single,1216534,218,0
57,463,education,female,single,2140885,98,0
61,633,business,female,single,570929,65,0
36,846,business,female,single,2799008,107,1
59,647,business,other,single,2700180,29,0
58,572,vehicle,male,divorced,2007860,234,0
54,713,business,female,divorced,1282491,226,0
23,799,vehicle,male,divorced,2111311,228,0
43,392,vehicle,male,married,2153659,114,0
51,378,personal,other,divorced,1375285,172,0
62,516,personal,male,single,1986063,145,0
23,657,vehicle,female,divorced,2037536,99,1
54,806,education,female,single,2421630,186,0
50,858,home,male,divorced,2824723,69,1
39,480,gold,male,single,875411,9,0
38,875,personal,other,divorced,2488711,99,1
23,545,vehicle,female,single,508901,138,0
23,543,gold,female,single,785058,21,0
21,805,personal,male,married,2160766,32,1
47,721,home,male,divorced,156400,137,0
28,619,education,male,single,2574027,77,0
47,386,vehicle,female,divorced,155450,53,0
48,516,home,male,single,2116791,141,0
41,789,personal,other,married,2925119,86,1
26,818,vehicle,other,married,1562370,179,1
20,577,gold,male,married,2683948,49,0
48,468,business,other,married,1791503,200,0
57,629,education,other,single,902963,224,0
54,740,personal,other,divorced,1543962,57,1
53,690,education,other,married,2431646,39,1
41,795,vehicle,other,married,1532563,195,0
48,680,business,female,married,2859809,26,1
23,605,home,male,divorced,1677027,29,0
19,812,education,other,single,2762234,49,0
37,487,gold,male,single,1992227,119,0
45,815,personal,other,single,1121535,174,1
28,726,gold,female,single,2045232,162,1
21,801,education,female,divorced,1697312,108,1
32,559,business,other,divorced,2169789,139,0
23,812,home,other,divorced,1901220,61,1
47,370,home,other,married,1318296,19,0
55,777,gold,female,divorced,2846553,183,0
19,477,vehicle,female,single,985749,211,0
32,756,vehicle,male,divorced,500607,106,1
28,488,business,female,married,346935,185,0
25,590,home,other,single,437035,221,0
43,819,gold,male,divorced,2653198,210,0
62,591,gold,female,single,563999,6,0
61,582,gold,female,single,2499582,17,0
22,843,education,other,divorced,1351474,120,1
23,676,business,male,divorced,2960500,111,1
43,455,vehicle,female,married,453497,157,0
21,807,vehicle,female,divorced,2832467,42,1
36,712,education,other,divorced,1277416,217,0
37,827,personal,male,divorced,162740,203,0
50,654,education,male,single,1461649,209,0
37,858,business,male,married,132827,218,0
29,486,gold,male,single,2223361,8,0
64,330,education,other,divorced,2695658,160,0
18,559,gold,female,married,1246230,58,0
43,720,business,female,divorced,2043955,105,1
31,828,business,male,single,1221972,22,1
55,850,home,male,single,2407185,118,1
54,603,gold,male,divorced,321519,115,0
28,338,vehicle,female,married,2091486,148,0
53,788,education,female,single,1398716,172,1
30,841,business,male,divorced,2686491,9,1
60,577,gold,other,divorced,663153,150,0
20,502,personal,female,divorced,2858970,235,0
50,365,home,female,married,2992735,144,0
23,407,personal,male,divorced,2907381,17,0
27,567,business,other,divorced,1017191,37,0
22,521,personal,male,single,2430694,160,0
40,829,personal,male,divorced,2240335,177,1
27,389,home,other,married,2583274,48,0
61,554,home,other,divorced,190254,224,0
19,754,home,other,married,2411190,182,0
30,552,home,female,divorced,2768724,109,0
57,556,personal,male,divorced,1813196,98,0
19,682,vehicle,female,divorced,202491,206,0
37,741,vehicle,other,married,2999525,48,1
18,898,home,female,single,1872907,136,0
54,389,education,other,married,1045859,236,0
26,689,gold,other,single,2794276,162,1
34,881,business,male,married,2547015,90,1
26,343,education,male,divorced,264805,40,0
28,897,business,male,divorced,1680308,122,1
32,318,education,female,single,2550587,181,0
41,400,education,male,single,340002,207,0
55,656,vehicle,other,married,1032114,220,0
52,841,gold,male,married,104554,172,0
47,332,education,female,single,1698409,222,0
48,528,home,male,single,2590041,157,0
22,823,business,male,married,1067643,25,1
61,454,vehicle,male,single,2521267,148,0
31,722,business,female,single,408203,90,1
28,545,home,other,single,2597139,122,0
26,704,home,other,single,169468,111,0
51,840,education,other,divorced,2747495,209,0
29,460,home,male,divorced,1578994,151,0
52,416,gold,male,single,889999,193,0
52,570,home,female,married,1846772,220,0
18,786,education,other,divorced,1175203,110,0
57,471,business,male,married,269640,98,0
39,573,home,male,married,2882497,46,0
46,558,vehicle,male,divorced,2277096,105,0
25,434,vehicle,female,married,1243944,74,0
28,721,vehicle,other,married,2624106,236,0
58,720,business,female,single,648492,223,0
54,485,personal,other,single,1165219,236,0
31,663,vehicle,other,single,432705,208,0
47,677,vehicle,male,divorced,158126,111,0
52,822,personal,male,single,407402,144,1
38,879,business,male,married,920959,189,0
54,495,vehicle,male,married,1434618,151,0
22,397,education,male,married,1392253,145,0
36,321,business,other,married,1850371,149,0
31,749,vehicle,male,married,1676658,32,1
43,471,vehicle,male,divorced,2659494,105,0
21,682,personal,female,married,2080778,150,1
42,433,education,female,divorced,2340556,90,0
62,725,business,other,married,336346,124,0
59,324,home,other,divorced,2517428,234,0
42,802,gold,female,divorced,588859,36,1
35,484,education,female,married,1114530,114,0
57,384,home,male,married,1269549,168,0
25,866,education,male,married,725921,32,1
56,443,home,other,married,1504817,92,0
57,711,home,female,single,835268,165,1
31,523,education,other,single,415308,22,0
49,519,personal,male,divorced,2347575,16,0
55,478,education,other,divorced,326935,134,0
50,732,education,other,single,2779853,225,0
40,564,home,other,divorced,904491,87,0
32,728,gold,male,married,1962196,54,1
50,715,home,other,divorced,2447308,46,1
42,752,vehicle,male,divorced,2033599,25,1
34,496,education,female,divorced,870833,76,0
50,853,business,other,single,2396076,42,1
64,352,education,other,single,2803235,131,0
19,779,personal,male,divorced,2167222,149,0
31,742,business,other,married,877277,44,1
57,629,home,male,divorced,1160405,114,0
57,550,personal,other,single,2532969,178,0
56,422,education,female,married,2483798,69,0
23,686,home,female,divorced,2617572,180,0
23,638,home,female,single,1411985,28,0
20,647,vehicle,other,married,2678189,37,0
